,Name,Financial Status,Paid at,Fulfillment Status,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem fulfillment status,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Tags,Risk Level,Source,Color ,Tax 3 Name,item_quantity
2728,#3729,partially_refunded,,partial,yes,USD,273.5,0.0,0.0,273.5,,0.0,Free Shipping (Fedex Ground),12/23/17 12:32,5,13.5,,pending,13089 Ocean Hwy Suite A2,13089 Ocean Hwy Suite A2,,"L. Mae Boutique, LLC",Palweys Island,29585,SC,US,,,,Shopify Payments,91.0,USJewelryhouse,,Low,web, Grey,,50
2729,#3730,partially_refunded,,partial,yes,USD,122.0,9.92,0.0,131.92,,0.0,FedEx Ground,12/23/17 13:20,4,8.5,39.75,fulfilled,49 S Mall,49 S Mall,,Carries Closet ,Plainview,11803,NY,US,,,,Shopify Payments,8.5,Garden Party,,Low,web, Black,,13
2730,#3731,refunded,12/23/17 19:22,unfulfilled,no,USD,113.95,9.92,0.0,123.87,,0.0,FedEx Ground,12/23/17 19:22,1,10.25,11.25,pending,110-58 166th street,110-58 166th street,,R & N Jewelry & Accessories,Jamaica ,11433,NY,US,,,12/26/17 16:52,PayPal Express Checkout,123.87,Sophia Collections,,Low,web, RWH,,12
2731,#3732,partially_refunded,,partial,yes,USD,173.5,11.26,0.0,184.76,,0.0,FedEx Ground,12/24/17 14:19,1,5.25,,fulfilled,218 S Canterbury rd ,218 S Canterbury rd ,,Murphy Jewelry ,Charlotte ,28211,NC,US,,,,Shopify Payments,5.0,moment,,Low,web, Matt Gold,,41
2732,#3733,partially_refunded,,partial,yes,USD,327.5,0.0,0.0,327.5,,0.0,Free Shipping (Fedex Ground),12/25/17 10:18,2,11.0,17.0,fulfilled,137 Hemlock lane,137 Hemlock lane,,LTDesigns LLC,Madison,39110,MS,US,,,,Shopify Payments,44.0,USJewelryhouse,,Low,web, Blue,,88
2733,#3734,partially_refunded,,partial,yes,USD,2140.55,0.0,0.0,2140.55,10OFF1000,237.83,Free Shipping (Fedex Ground),12/26/17 9:15,2,3.0,6.0,pending,1908 Haven Bend,1908 Haven Bend,,Mari Caron Maison De Paris,Tampa,33613,FL,US,,,,Shopify Payments,547.32,andante,,Low,web, Silver,,346
2734,#3735,partially_refunded,,partial,yes,USD,157.5,9.92,0.0,167.42,,0.0,FedEx Ground,12/26/17 15:14,1,3.5,,fulfilled,"10 west 33rd street room 210 , 210",10 west 33rd street room 210 ,210,Statement Accessories ,New york ,10001,NY,US,,,,Shopify Payments,5.5,Cloie,,Low,web, Silver,,35
2735,#3736,partially_refunded,,partial,yes,USD,488.75,0.0,0.0,488.75,,0.0,Free Shipping (Fedex Ground),12/26/17 15:49,5,3.75,11.5,fulfilled,"120 Water Street , Suite 104",120 Water Street ,Suite 104,London Skye,NAPERVILLE,60540,IL,US,,,,Shopify Payments,46.25,USJewelryhouse,,Low,web, Peach,,85
2736,#3737,partially_refunded,,partial,yes,USD,251.75,0.0,0.0,251.75,,0.0,Free Shipping (Fedex Ground),12/26/17 16:07,1,2.0,4.25,fulfilled,443 webster ave,443 webster ave,,fuchsia,washington township,7676,NJ,US,,,,Shopify Payments,46.25,Fresh,,Low,web, Silver,,72
2737,#3738,partially_refunded,,partial,yes,USD,98.0,19.76,0.0,117.76,,0.0,UPS Ground,12/27/17 9:33,2,3.5,4.25,fulfilled,19400 COLCHESTER ROAD,19400 COLCHESTER ROAD,,Lausanne International,PURCELLVILLE,20132,VA,US,,,,PayPal Express Checkout,16.5,Cloie,,Low,web, Rose Gold,,25
2738,#3739,paid,12/27/17 20:15,fulfilled,yes,USD,58.0,9.92,0.0,67.92,,0.0,FedEx Ground,12/27/17 20:15,1,2.0,5.5,fulfilled,160 Sylvan Street,160 Sylvan Street,,ABrie Salon,Danvers,1923,MA,US,,,,Shopify Payments,0.0,moment,,Low,web, GD,,11
2739,#3740,paid,12/28/17 9:32,fulfilled,yes,USD,192.0,50.09,0.0,242.09,,0.0,FedEx International Priority,12/28/17 9:32,24,4.0,,fulfilled,"14 LOT AGAT, IMMEUBLE TECHNOPOLIS 2",14 LOT AGAT,IMMEUBLE TECHNOPOLIS 2,MUB AND CO,BAIE MAHAULT,97122,,GP,,,,Shopify Payments,0.0,Jennifer,,Low,web,,,48
2740,#3741,partially_refunded,,partial,yes,USD,120.0,9.92,0.0,129.92,,0.0,FedEx Ground,12/28/17 11:16,2,8.5,8.0,fulfilled,1600 Division Road,1600 Division Road,,Crimzonrose,West warwick,2893,RI,US,,,,Shopify Payments,27.5,Cloie,,Low,web, Blue,,24
2741,#3742,partially_refunded,,partial,yes,USD,475.92,0.0,0.0,475.92,5OFF500,25.04,Free Shipping (Fedex Ground),12/28/17 15:23,2,1.0,4.5,fulfilled,1041 S. Main,1041 S. Main,,ZMC Pharmacy,Royal Oak,48067,MI,US,,,,Shopify Payments,172.92,adora,,Low,web, Silver,,101
2742,#3743,paid,12/28/17 15:23,fulfilled,yes,USD,111.25,9.92,0.0,121.17,,0.0,FedEx Ground,12/28/17 15:23,1,5.25,,fulfilled,360 Narragansett Park Dr,360 Narragansett Park Dr,,Tanya Creations,Rumford,2916,RI,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Gold,,29
2743,#3744,paid,12/28/17 15:24,fulfilled,yes,USD,150.0,9.92,0.0,159.92,,0.0,FedEx Ground,12/28/17 15:24,2,2.25,,fulfilled,926 Hopmeadow St,926 Hopmeadow St,,AvaGrace ,Simsbury,6070,CT,US,,,,Shopify Payments,0.0,Cloie,,Low,web, Silver,,29
2744,#3745,partially_refunded,,partial,yes,USD,250.25,0.0,0.0,250.25,,0.0,Free Shipping (Fedex Ground),12/28/17 16:17,2,3.0,14.5,fulfilled,"3128 35TH ST, APT 2R",3128 35TH ST,APT 2R,Bling Bling/Wink and Flip,New York,11106,NY,US,,,,Shopify Payments,33.25,Cloie,,Low,web, White,,68
2745,#3746,paid,12/29/17 13:37,fulfilled,yes,USD,323.75,0.0,0.0,323.75,,0.0,Free Shipping (Fedex Ground),12/29/17 13:37,3,11.25,,fulfilled,111 W Evans St,111 W Evans St,,"L. Mae Boutique, LLC",Florence,29501,SC,US,,,,Shopify Payments,0.0,Blue accessories,,Low,web, Beige,,49
2746,#3747,partially_refunded,,partial,yes,USD,574.75,0.0,0.0,574.75,5OFF500,30.25,Free Shipping (Fedex Ground),12/30/17 12:40,3,5.25,7.5,pending,APLP 4084 8288nw 66th street,APLP 4084 8288nw 66th street,,Malaika accessories,miami,33195,FL,US,,,,PayPal Express Checkout,202.83,romance,,Low,web, Topaz,,81
2747,#3748,partially_refunded,,partial,yes,USD,461.22,0.0,0.0,461.22,,0.0,Free Shipping (Fedex Ground),12/30/17 17:42,1,5.25,7.5,fulfilled,10394 NY-149,10394 NY-149,,Raina's of Saratoga,Fort Ann,12827,NY,US,,,,Shopify Payments,54.14,USJewelryhouse,,Low,web, RHBR,,135
2748,#3749,paid,12/30/17 21:40,fulfilled,yes,USD,18.0,14.4,0.0,32.4,,0.0,FedEx Ground,12/30/17 21:40,1,5.5,,fulfilled,791 Cherry Hills Court,791 Cherry Hills Court,,Masiofo’s Jewels ,Lathrop,95330,CA,US,,,,Shopify Payments,0.0,Jennifer,,Low,web, SL,,3
2749,#3750,partially_refunded,,partial,yes,USD,157.25,9.92,0.0,167.17,,0.0,FedEx Ground,12/30/17 22:50,2,3.25,19.25,fulfilled,129 Turner Lane,129 Turner Lane,,Platinum Salon,West Chester,19381,PA,US,,,,PayPal Express Checkout,16.25,USJewelryhouse,,Low,web, RHCL,,23
2750,#3751,partially_refunded,,partial,yes,USD,34.24,10.44,0.0,44.68,,0.0,FedEx Ground,1/2/18 12:25,1,2.75,3.75,fulfilled,26 Lark Industrial Parkway,26 Lark Industrial Parkway,,F.A.F,Greenville,2828,RI,US,,,,Shopify Payments,3.99,Cloie,,Low,web, Black Dia,,7
2751,#3752,partially_refunded,,partial,yes,USD,588.29,0.0,0.0,588.29,5OFF500,30.96,Free Shipping (Fedex Ground),1/2/18 12:46,2,2.75,2.25,fulfilled,17 Squires Street Square NE,17 Squires Street Square NE,,Jade,Rockford,49341,MI,US,,,,Shopify Payments,83.16,USJewelryhouse,,Low,web, RHRH,,154
2752,#3753,partially_refunded,,partial,yes,USD,326.0,56.58,0.0,382.58,,0.0,FedEx Standard Overnight,1/2/18 14:51,1,6.0,,fulfilled,966 beach land blvd,966 beach land blvd,,Treasure lane,Vero beach,32963,FL,US,,,,Shopify Payments,34.5,Cloie,,Low,web, Silver,,64
2753,#3754,partially_refunded,,partial,yes,USD,251.0,0.0,0.0,251.0,,0.0,Free Shipping (Fedex Ground),1/2/18 16:20,2,5.25,,fulfilled,5 Main Street ,5 Main Street ,,Synergy,Keene,3431,NH,US,,,,Shopify Payments,45.25,moment,,Low,web, Matt Silver,,79
2754,#3755,partially_refunded,,partial,yes,USD,310.25,0.0,0.0,310.25,,0.0,Free Shipping (Fedex Ground),1/2/18 16:21,1,4.0,,fulfilled,"1924 8th St NW, 130",1924 8th St NW,130,Violet Boutique,Washington,20001,DC,US,,,,Shopify Payments,68.5,Jennifer,,Low,web, Rhodium,,70
2755,#3756,partially_refunded,,partial,no,USD,18.0,53.08,0.0,71.08,,0.0,FedEx Standard Overnight,1/2/18 23:17,2,3.0,,partial,"203 Enchanted Parkway, 8",203 Enchanted Parkway,8,Erin Luth,Manchester,63021,MO,US,,,,PayPal Express Checkout,3.0,Fresh,,Low,web,Message Bracelet ,,6
2756,#3757,partially_refunded,,partial,yes,USD,66.5,10.37,0.0,76.87,,0.0,FedEx Ground,1/3/18 1:31,1,5.0,,fulfilled,"dxb 2534, 182-21 150 Avenue, 182-21 150 avenue","dxb 2534, 182-21 150 Avenue",182-21 150 avenue,About That Girl,SPRINGFIELD GARDENS,11413,NY,US,"Hello,
Can you please pack my items in the smallest box you have to help me save on my shipping costs thanks ",,,PayPal Express Checkout,10.0,Dorothy,,Low,web, Mint,,13
2757,#3758,partially_refunded,,partial,yes,USD,76.0,10.44,0.0,86.44,,0.0,FedEx Ground,1/3/18 9:12,1,3.5,,pending,26 Lark Industrial Parkway,26 Lark Industrial Parkway,,F.A.F,Greenville,2828,RI,US,,,,Shopify Payments,35.5,USJewelryhouse,,Low,web, Black,,18
2758,#3759,paid,1/4/18 13:00,fulfilled,yes,USD,168.0,12.83,0.0,180.83,,0.0,FedEx Ground,1/4/18 13:00,4,5.75,,fulfilled,4911 Burt St.,4911 Burt St.,,Hand of Gold Beauty Room,Omaha,68132,NE,US,,,,PayPal Express Checkout,0.0,core,,Low,web, Gold,,39
2759,#3760,partially_refunded,,partial,yes,USD,101.75,10.37,0.0,112.12,,0.0,FedEx Ground,1/4/18 13:19,2,3.25,,fulfilled,6 Mayfair Road,6 Mayfair Road,,Stylish Effex,New Hyde Park,11040,NY,US,,,,Shopify Payments,4.75,US Jewelry House,,Low,web, RHTQ,,21
2760,#3761,partially_refunded,,fulfilled,yes,USD,302.5,0.0,0.0,302.5,,0.0,Free Shipping (Fedex Ground),1/4/18 17:10,3,3.0,8.75,fulfilled,501 E. 9th Street,501 E. 9th Street,,Arkansas Arts Center Museum Sh,Little Rock,72202,AR,US,,,,Shopify Payments,3.75,USJewelryhouse,,Low,web, GDTQ,,81
2761,#3762,partially_refunded,,partial,yes,USD,126.25,11.77,0.0,138.02,,0.0,FedEx Ground,1/4/18 21:22,1,3.0,5.75,fulfilled,1228 SOuth Pleasantburg,1228 SOuth Pleasantburg,,Millie Lewis Studio,greenville,29605,SC,US,,,,Shopify Payments,3.75,romance,,Low,web, Brown,,28
2762,#3763,paid,1/4/18 22:15,fulfilled,yes,USD,3.75,10.37,0.0,14.12,,0.0,FedEx Ground,1/4/18 22:15,1,3.75,,fulfilled,6737 limekiln pike,6737 limekiln pike,,Love Carter,PHILADELPHIA,19138,PA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,1
2763,#3764,partially_refunded,,partial,yes,USD,311.0,0.0,0.0,311.0,,0.0,Free Shipping (Fedex Ground),1/4/18 22:48,1,11.25,,pending,7061 NW 87th Ave,7061 NW 87th Ave,,PROVEX INC,MIAMI,33178,FL,US,,,,Shopify Payments,28.25,Blue accessories,,Low,web, Red,,68
2764,#3765,partially_refunded,,partial,yes,USD,61.5,12.44,0.0,73.94,,0.0,FedEx Ground,1/5/18 0:49,1,4.5,4.75,fulfilled,3001 Devonshire Drive,3001 Devonshire Drive,,New York Moda,Woodbury,55125,MN,US,,,,Shopify Payments,18.0,Cloie,,Low,web, Blue,,16
2765,#3766,paid,1/5/18 6:00,fulfilled,yes,USD,111.25,10.37,0.0,121.62,,0.0,FedEx Ground,1/5/18 6:00,1,3.75,,fulfilled,"9143 Red Branch rd , F",9143 Red Branch rd ,F,Tresses Unlimited salon,Columbia,21045,MD,US,,,,Shopify Payments,0.0,V,,Low,web, Rhodium,,12
2766,#3767,paid,1/5/18 10:57,fulfilled,yes,USD,15.0,10.44,0.0,25.44,,0.0,FedEx Ground,1/5/18 10:57,5,3.0,,fulfilled,15 Camberley place,15 Camberley place,,The wearhouse,Penfield,14526,NY,US,,,,Shopify Payments,0.0,Fresh,,Low,web, Gold,,5
2767,#3768,partially_refunded,,partial,yes,USD,105.75,13.86,0.0,119.61,,0.0,FedEx Ground,1/5/18 12:22,3,3.25,,pending,833 S DuPont Blvd,833 S DuPont Blvd,,Mint + Major,Milford,19963,DE,US,,,,Shopify Payments,9.75,Cloie,,Low,web, Black,,25
2768,#3769,partially_refunded,,partial,yes,USD,80.5,10.37,0.0,90.87,,0.0,FedEx Ground,1/5/18 16:53,1,8.25,5.75,pending,23 Jacqueline Road,23 Jacqueline Road,,Laura Bling Accessories,Massapequa,11758,NY,US,,,,Shopify Payments,17.5,POMINA,,Low,web, White,,27
2769,#3770,partially_refunded,,partial,yes,USD,253.75,0.0,0.0,253.75,,0.0,Free Shipping (Fedex Ground),1/5/18 17:28,1,5.5,12.0,fulfilled,1000 North Olive Avenue,1000 North Olive Avenue,,elite esthetics md,West Palm Beach,33401,FL,US,,,,Shopify Payments,20.5,romance,,Low,web, Jade,,47
2770,#3771,partially_refunded,,partial,yes,USD,198.25,10.87,0.0,209.12,,0.0,FedEx Ground,1/6/18 11:10,6,1.0,5.0,pending,35 Alden Street,35 Alden Street,,Augusta Mae Boutique,Cranford,7016,NJ,US,,,,Shopify Payments,78.5,Dorothy,,Low,web, Brown,,98
2771,#3772,refunded,1/6/18 12:07,unfulfilled,yes,USD,246.75,12.83,0.0,259.58,,0.0,FedEx Ground,1/6/18 12:07,1,4.5,3.75,pending,8372 NW 68th ST,8372 NW 68th ST,,Nathalie Bird,Miami,33166,FL,US,"Por favor, enviar los productos sin precios y agregar items que tiene Mile.",,1/7/18 9:27,Shopify Payments,259.58,Cloie,,Low,web, Peach,,60
2772,#3773,partially_refunded,,partial,yes,USD,138.25,13.86,0.0,152.11,,0.0,FedEx Ground,1/6/18 14:13,1,8.25,6.5,fulfilled,23202 COLUMBUS RD SUIT I,23202 COLUMBUS RD SUIT I,,Salon DSK & Spa,Columbus,8022,NJ,US,,,,Shopify Payments,12.0,Cloie,,Low,web, GDPL,,24
2773,#3774,paid,1/6/18 18:19,fulfilled,yes,USD,177.0,10.44,0.0,187.44,,0.0,FedEx Ground,1/6/18 18:19,2,3.25,,fulfilled,102 ann mary brown drive,102 ann mary brown drive,,K&M Associates,warwick,2888,RI,US,,,,Shopify Payments,0.0,andante,,Low,web, Gold,,30
2774,#3775,paid,1/7/18 15:41,fulfilled,yes,USD,25.75,10.37,0.0,36.12,,0.0,FedEx Ground,1/7/18 15:41,2,3.5,,fulfilled,"234 Columbia Ave , #15",234 Columbia Ave ,#15,Lajaé LLC ,Fort Lee,7024,NJ,US,Please check earrings for any loose pieces and or slight damages. Sometimes slight damages make it hard for to re-sell . Thank you in advance ,,,PayPal Express Checkout,0.0,Jennifer,,Low,web, Gold,,7
2775,#3776,partially_refunded,,partial,yes,USD,249.5,12.83,0.0,262.33,,0.0,FedEx Ground,1/7/18 15:56,1,5.25,,fulfilled,2626 Sage Road,2626 Sage Road,,hyatt regency galleria,Houston,77056,TX,US,,,,Shopify Payments,21.0,andante,,Low,web, Gold,,67
2776,#3777,partially_refunded,,partial,yes,USD,108.5,13.9,0.0,122.4,,0.0,FedEx Ground,1/8/18 9:11,3,4.0,,fulfilled,14923 NY-30,14923 NY-30,,Jen Guzman (Violet & Blue),Downsville,13755,NY,US,,,,PayPal Express Checkout,18.75,Little Charm,,Low,web, Silver,,30
2777,#3778,partially_refunded,,partial,yes,USD,249.0,10.47,0.0,259.47,,0.0,FedEx Ground,1/8/18 11:24,2,4.5,,fulfilled,1600 Division Road,1600 Division Road,,Crimzonrose,West warwick,2893,RI,US,,,,Shopify Payments,43.0,PREMIER,,Low,web, Turquoise,,50
2778,#3779,partially_refunded,,partial,yes,USD,395.0,0.0,0.0,395.0,,0.0,Free Shipping (Fedex Ground),1/8/18 12:49,2,6.5,7.75,fulfilled,"1924 8th St NW, 130",1924 8th St NW,130,Violet Boutique,Washington,20001,DC,US,,,,PayPal Express Checkout,51.0,romance,,Low,web, Rhodium,,101
2779,#3780,partially_refunded,,partial,yes,USD,220.75,10.47,0.0,231.22,,0.0,FedEx Ground,1/8/18 15:45,1,5.0,3.75,fulfilled,"1924 8th St NW, 130",1924 8th St NW,130,Violet Boutique,Washington,20001,DC,US,,,,Shopify Payments,18.75,Cloie,,Low,web, Gold,,57
2780,#3781,partially_refunded,,partial,yes,USD,256.0,0.0,0.0,256.0,,0.0,Free Shipping (Fedex Ground),1/9/18 11:15,2,4.5,10.75,pending,1311 Delaware Avenue,1311 Delaware Avenue,,"Selman's  Jewelers-Gemologist,",McComb,39648,MS,US,,,,PayPal Express Checkout,62.0,USJewelryhouse,,Low,web, GR,,53
2781,#3782,partially_refunded,,partial,yes,USD,260.75,0.0,0.0,260.75,,0.0,Free Shipping (Fedex Ground),1/9/18 11:33,1,13.25,8.5,fulfilled,5030 Champion Blvd#F7,5030 Champion Blvd#F7,,wildberries,Boca Raton,33496,FL,US,,,,Shopify Payments,13.25,T.P.O,,Low,web, Denim Blue,,36
2782,#3783,partially_refunded,,fulfilled,yes,USD,32.5,10.4,0.0,42.9,,0.0,FedEx Ground,1/9/18 13:09,2,16.25,19.25,fulfilled,10 Bush Lane,10 Bush Lane,,Jewel It Inc.,Spring Valley,10977,NY,US,"I don't wan't order to ship.I will pick it up. 
Thanks ",,,Shopify Payments,10.4,andante,,Low,web, Gold,,2
2783,#3784,partially_refunded,,partial,yes,USD,66.44,12.87,0.0,79.31,,0.0,FedEx Ground,1/9/18 15:36,1,2.25,6.0,fulfilled,"3232 Sw 2nd Ave., Unit 113",3232 Sw 2nd Ave.,Unit 113,C/O Fowlco,Fort Lauderdale ,33315,FL,US,,,,PayPal Express Checkout,31.97,USJewelryhouse,,Low,web, Rhodium,,13
2784,#3785,paid,1/9/18 19:44,fulfilled,yes,USD,7.5,10.4,0.0,17.9,,0.0,FedEx Ground,1/9/18 19:44,2,3.75,,fulfilled,6737 limekiln pike,6737 limekiln pike,,Love Carter,PHILADELPHIA,19138,PA,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web,,,2
2785,#3786,partially_refunded,,partial,yes,USD,564.07,0.0,0.0,564.07,5OFF500,29.68,Free Shipping (Fedex Ground),1/9/18 22:07,2,2.5,5.0,fulfilled,2509 Professor Ave.,2509 Professor Ave.,,Evie Lou,Cleveland,44113,OH,US,,,,PayPal Express Checkout,157.26,Fresh,,Low,web, Rhodium,,128
2786,#3787,paid,1/9/18 22:36,fulfilled,yes,USD,7.0,10.4,0.0,17.4,,0.0,FedEx Ground,1/9/18 22:36,2,3.5,5.5,fulfilled,7326 Meadow Lark Place,7326 Meadow Lark Place,,ChiyMarie Accessories,Philadelphia,19153,PA,US,,,,Shopify Payments,0.0,D&Y,,Low,web, Dusty Pink,,2
2787,#3788,partially_refunded,,partial,yes,USD,558.6,0.0,0.0,558.6,5OFF500,29.4,Free Shipping (Fedex Ground),1/10/18 8:44,1,6.0,12.0,fulfilled,7061 NW 87th Ave,7061 NW 87th Ave,,PROVEX INC,MIAMI,33178,FL,US,,,,Shopify Payments,69.81,core,,Low,web, Light Pink,,101
2788,#3789,partially_refunded,,partial,yes,USD,193.5,54.67,0.0,248.17,,0.0,FedEx International Economy,1/10/18 9:42,2,3.75,3.75,fulfilled,"Urb. Dorado del Mar, MM-10 Calle Miramar",Urb. Dorado del Mar,MM-10 Calle Miramar,LULU by Natalia Maldonado,Dorado,646,PR,US,,,,PayPal Express Checkout,4.25,USJewelryhouse,,Low,web, Rhodium,,42
2789,#3790,partially_refunded,,partial,yes,USD,96.25,10.4,0.0,106.65,,0.0,FedEx Ground,1/10/18 10:27,1,2.75,3.75,pending,255 William Street,255 William Street,,Soul Sisters Jewelry,Belleville,7109,NJ,US,,,,Shopify Payments,15.5,USJewelryhouse,,Low,web, GDPK,,33
2790,#3791,partially_refunded,,partial,yes,USD,250.5,0.0,0.0,250.5,,0.0,Free Shipping (Fedex Ground),1/10/18 14:19,1,3.0,,fulfilled,4540 Beach 45th Street,4540 Beach 45th Street,,Sweet Tooth Swimwear,Brooklyn,11224,NY,US,Please ship ASAP,,,Shopify Payments,3.75,USJewelryhouse,,Low,web, SSSS,,71
2791,#3792,refunded,1/11/18 14:16,unfulfilled,yes,USD,15.0,12.87,0.0,27.87,,0.0,FedEx Ground,1/11/18 14:16,1,3.0,,pending,7322 Marquette,7322 Marquette,,Jeny Baker Designs,Dallas ,75225,TX,US,,,1/11/18 15:38,PayPal Express Checkout,27.87,Fresh,,Low,web, Gold,,5
2792,#3793,partially_refunded,,partial,yes,USD,53.25,10.4,0.0,63.65,,0.0,FedEx Ground,1/11/18 17:09,1,5.25,,fulfilled,"442 VALLEY BROOK AVE, APT. 3F, APT. 3F","442 VALLEY BROOK AVE, APT. 3F",APT. 3F,PARKER SPARROW,LYNDHURST,7071,NJ,US,,,,PayPal Express Checkout,4.0,core,,Low,web, Light Pink,,11
2793,#3794,partially_refunded,,partial,yes,USD,192.25,10.4,0.0,202.65,,0.0,FedEx Ground,1/12/18 13:20,2,3.0,5.0,fulfilled,53 Main Street,53 Main Street,,Canavan Classics,Sayvile,11782,NY,US,Thank you.,,,Shopify Payments,20.0,POMINA,,Low,web, Gold,,28
2794,#3795,partially_refunded,,partial,yes,USD,195.75,10.4,0.0,206.15,,0.0,FedEx Ground,1/12/18 14:40,2,2.5,6.75,fulfilled,137 Egg Harbor Rd,137 Egg Harbor Rd,,Dare 2 Boutique,Sewell,8080,NJ,US,,,,Shopify Payments,33.5,USJewelryhouse,,Low,web, Rhodium,,41
2795,#3796,paid,1/12/18 15:31,fulfilled,yes,USD,187.75,10.4,0.0,198.15,,0.0,FedEx Ground,1/12/18 15:31,3,2.75,6.5,fulfilled,72 steven place,72 steven place,,Chic Boutique,coram,11727,NY,US,,,,Shopify Payments,0.0,Cloie,,Low,web, Gold,,52
2796,#3797,partially_refunded,,partial,yes,USD,67.5,10.47,0.0,77.97,,0.0,FedEx Ground,1/12/18 16:39,1,4.25,,fulfilled,425 Dexter Street,425 Dexter Street,,K and M Accessories,Providence,2907,RI,US,,,,Shopify Payments,12.5,Cloie,,Low,web, Silver,,19
2797,#3798,partially_refunded,,partial,yes,USD,349.0,0.0,0.0,349.0,,0.0,Free Shipping (Fedex Ground),1/12/18 17:37,2,2.0,6.25,pending,7630 NW 25 Street # 2B,7630 NW 25 Street # 2B,,CLARA,Miami,33122,FL,US,,,,Shopify Payments,40.5,IT'S sense,,Low,web, Rhodium,,110
2798,#3799,partially_refunded,,partial,yes,USD,250.5,0.0,0.0,250.5,,0.0,Free Shipping (Fedex Ground),1/12/18 22:09,1,4.5,13.5,fulfilled,287 Doris Ave,287 Doris Ave,,Juniper LLC,Holland,18966,PA,US,,,,Shopify Payments,6.0,Cloie,,Low,web, Blue,,37
2799,#3800,partially_refunded,,partial,yes,USD,532.0,0.0,0.0,532.0,5OFF500,28.0,Free Shipping (Fedex Ground),1/13/18 14:20,1,5.75,3.5,pending,335 SOUTH MAIN STREET,335 SOUTH MAIN STREET,,PANGBORN COLLECTION,ANN ARBORN,48104,MI,US,,,,Shopify Payments,70.26,andante,,Low,web, Silver,,109
2800,#3801,partially_refunded,,partial,yes,USD,272.0,0.0,0.0,272.0,,0.0,Free Shipping (Fedex Ground),1/13/18 21:27,6,3.0,,fulfilled,2021 Highland Avenue,2021 Highland Avenue,,ROSAGITANA,McAllen,78501,TX,US,,,,Shopify Payments,18.0,Fresh,,Low,web, Silver,,66
2801,#3802,partially_refunded,,partial,yes,USD,319.02,0.0,0.0,319.02,,0.0,Free Shipping (Fedex Ground),1/14/18 16:00,2,3.5,9.0,fulfilled,40817 Garfield,40817 Garfield,,Glitz & Ears,"Clinton Twp,",48038,MI,US,,,,Shopify Payments,84.95,US Jewelry House,,Low,web, Hematite,,98
2802,#3803,partially_refunded,,partial,yes,USD,707.52,0.0,0.0,707.52,5OFF500,37.23,Free Shipping (Fedex Ground),1/14/18 17:06,1,5.0,3.25,fulfilled,3010 West Cary Street,3010 West Cary Street,,Clementine,Richmond,23221,VA,US,,,,Shopify Payments,79.33,moment,,Low,web,IN,,204
2803,#3804,partially_refunded,,partial,yes,USD,190.0,10.4,0.0,200.4,,0.0,FedEx Ground,1/15/18 0:02,2,5.75,,pending,"6 Toltchav way, 103",6 Toltchav way,103,Royal jewels,Monroe,10950,NY,US,,,,Shopify Payments,27.0,core,,Low,web, Burgundy,,44
2804,#3805,paid,1/15/18 1:27,fulfilled,yes,USD,59.25,10.4,0.0,69.65,,0.0,FedEx Ground,1/15/18 1:27,3,19.75,,fulfilled,7326 Meadow Lark Place,7326 Meadow Lark Place,,ChiyMarie Accessories,Philadelphia,19153,PA,US,,,,Shopify Payments,0.0,US Jewelry House,,Low,web, Grey,,3
2805,#3806,paid,1/15/18 4:58,fulfilled,yes,USD,26.5,12.87,0.0,39.37,,0.0,FedEx Ground,1/15/18 4:58,1,4.5,9.75,fulfilled,2048 Northwest 10th Avenue,2048 Northwest 10th Avenue,,Heavenly hats ,Fort Lauderdale,33311,FL,US,,,,Shopify Payments,0.0,Jennifer,,Low,web, Red,,4
2806,#3807,partially_refunded,,partial,yes,USD,101.0,10.4,0.0,111.4,,0.0,FedEx Ground,1/15/18 12:40,1,4.5,5.5,fulfilled,31 Rehoboth Ave,31 Rehoboth Ave,,Carltons,Rehoboth Beach,19971,DE,US,"Please ship on my UPS account 198-505 and do not charge me shipping.
Thanks!",,,Shopify Payments,20.4,BARRING,,Low,web,Tone Knit Beanie with Pom Pom ,,18
2807,#3808,paid,1/15/18 13:16,fulfilled,yes,USD,272.25,0.0,0.0,272.25,,0.0,Free Shipping (Fedex Ground),1/15/18 13:16,4,10.25,,fulfilled,111 W Evans St,111 W Evans St,,"L. Mae Boutique, LLC",Florence,29501,SC,US,,,,Shopify Payments,0.0,Garden Party,,Low,web, Pink,,41
2808,#3809,paid,1/15/18 22:25,fulfilled,no,USD,120.0,10.4,0.0,130.4,,0.0,FedEx Ground,1/15/18 22:25,3,3.0,,fulfilled,6737 limekiln pike,6737 limekiln pike,,Love Carter,PHILADELPHIA,19138,PA,US,,,,Shopify Payments,0.0,Fresh,,Low,web, Gold,,40
